user_id,item_id,rating
4605,656,4.0
1959,1265,5.0
4310,153,3.0
4390,2535,5.0
4382,1009,5.0
106,3105,2.0
5032,485,4.0
3074,2003,4.0
673,2522,4.0
3315,2083,4.0
3914,2079,5.0
3389,2343,5.0
455,25,5.0
1339,2943,3.0
4190,3105,4.0
3959,1966,5.0
658,1887,3.0
1924,1197,5.0
2639,459,5.0
2084,709,4.0
4735,1406,4.0
5129,798,4.0
1786,3347,5.0
2644,613,5.0
4689,896,5.0
207,1654,5.0
3945,3308,5.0
3984,3467,3.0
4133,432,4.0
228,2402,4.0
247,609,5.0
2134,310,5.0
1828,2419,5.0
4206,3021,4.0
401,970,5.0
2121,1131,5.0
4845,1035,4.0
1687,280,3.0
3035,460,4.0
4943,287,5.0
5318,2230,5.0
3641,1762,5.0
1900,757,5.0
2721,2123,4.0
4133,2566,2.0
1746,2074,5.0
3520,2438,5.0
4920,702,5.0
4500,628,3.0
282,1191,5.0
2403,556,1.0
2049,2471,4.0
2466,2849,5.0
3710,578,5.0
2532,1518,3.0
1851,3408,5.0
348,685,4.0
5464,2673,4.0
429,2735,4.0
4026,3291,5.0
5465,39,2.0
1758,1127,5.0
1577,1707,4.0
3680,1697,4.0
5146,1726,5.0
939,2054,4.0
3292,1481,5.0
2975,828,4.0
1362,920,3.0
4114,2386,4.0
556,159,5.0
4058,1617,5.0
1656,25,3.0
4776,1694,5.0
1492,2519,3.0
3963,2536,1.0
4404,1305,5.0
4050,985,5.0
1378,129,4.0
189,1745,5.0
3947,695,3.0
3524,2127,4.0
1560,1030,5.0
2899,685,4.0
2397,3256,4.0
1181,348,4.0
749,1023,2.0
345,2422,3.0
1807,1978,5.0
3779,3405,5.0
780,3260,2.0
3227,1606,5.0
1605,2744,4.0
4926,1874,4.0
766,577,5.0
2499,372,5.0
3586,302,5.0
5075,2790,5.0
1088,2227,5.0
2606,1118,3.0
2712,2111,4.0
4053,1172,4.0
3542,1919,5.0
5092,2413,4.0
1462,3290,5.0
789,2415,4.0
1010,1581,5.0
1702,3150,5.0
4500,1246,4.0
5515,896,5.0
3131,3108,5.0
2035,1690,3.0
4475,1733,4.0
2601,382,5.0
1264,3448,5.0
736,994,5.0
1159,1053,4.0
4368,743,5.0
1107,2854,4.0
1972,14,5.0
3959,1468,4.0
2379,2338,2.0
5276,1737,5.0
3318,2371,5.0
2572,1790,5.0
554,1263,5.0
4943,1689,2.0
379,698,4.0
2806,741,5.0
4707,1476,4.0
448,1689,5.0
964,2065,5.0
3787,2105,1.0
4955,2769,5.0
2046,2520,3.0
4925,2021,4.0
5453,106,5.0
2367,1611,4.0
4500,2215,1.0
233,139,5.0
5179,3118,4.0
3832,1219,5.0
3241,239,5.0
3681,660,5.0
4281,2136,4.0
358,856,5.0
1016,620,5.0
4090,1205,5.0
5470,3089,4.0
5506,2413,4.0
3402,595,5.0
5211,1856,3.0
4875,2535,5.0
4431,501,4.0
2675,1118,1.0
1526,1546,5.0
1103,2338,5.0
2756,888,5.0
1171,908,4.0
3722,2331,4.0
5346,2363,1.0
2230,2482,5.0
3838,2649,3.0
2819,1589,4.0
5519,1035,5.0
4532,604,5.0
5520,2153,1.0
1839,2419,5.0
5005,3456,4.0
1028,38,5.0
2481,757,2.0
3189,1201,4.0
2549,2173,5.0
1908,3,5.0
583,1505,4.0
2361,1488,5.0
2217,2383,5.0
4245,2899,1.0
2095,2025,2.0
1012,239,5.0
208,218,5.0
5125,354,5.0
1167,2212,2.0
3873,469,5.0
125,92,4.0
2980,3386,5.0
1224,715,5.0
1508,1707,4.0
4722,3350,4.0
5333,2693,5.0
789,533,4.0
3212,1848,5.0
3146,797,5.0
4852,3015,5.0
5488,92,3.0
3704,2545,4.0
1885,668,3.0
3291,3493,5.0
5105,1065,5.0
1684,2745,3.0
1270,1228,4.0
4900,34,4.0
3234,996,1.0
1112,961,5.0
4971,798,5.0
2784,1925,4.0
2331,1980,3.0
2837,2236,5.0
2828,866,4.0
3365,2623,1.0
2391,68,5.0
978,719,5.0
1096,2332,5.0
4016,1098,5.0
4529,1103,4.0
4057,1479,5.0
5002,1673,5.0
370,2470,5.0
2996,3252,4.0
3379,439,3.0
3478,1701,4.0
537,2940,5.0
509,520,5.0
3521,529,4.0
988,2298,3.0
404,1779,3.0
5282,2367,5.0
1184,3148,3.0
5087,2033,5.0
529,2702,4.0
4245,2125,1.0
2550,854,3.0
529,2438,4.0
5486,3308,4.0
5382,2943,1.0
4346,3193,4.0
1591,1035,5.0
4941,1579,5.0
2684,262,3.0
2897,1910,5.0
3392,623,5.0
1946,2517,4.0
2464,1299,5.0
4683,2154,5.0
5477,1910,3.0
4326,1213,5.0
1932,799,1.0
3911,1970,4.0
110,606,5.0
2723,2473,5.0
2509,905,4.0
4787,2318,5.0
41,2144,5.0
3490,947,3.0
1447,434,4.0
2057,3318,1.0
4384,516,4.0
2514,485,4.0
1828,2536,5.0
4759,2001,3.0
3998,2320,5.0
2336,490,5.0
5199,1796,5.0
1166,2392,5.0
5395,1093,4.0
833,2444,5.0
863,1888,5.0
3959,241,5.0
3282,2410,4.0
1367,1257,5.0
795,2242,4.0
4144,1159,3.0
529,2212,4.0
764,416,5.0
552,2869,1.0
995,1582,5.0
2714,1149,5.0
1730,2548,5.0
1856,739,3.0
3680,1192,5.0
529,1118,5.0
424,1680,5.0
1946,856,5.0
838,1381,5.0
4184,1673,1.0
4647,1284,5.0
1739,2772,5.0
4244,249,5.0
1764,305,5.0
3423,2398,4.0
4012,1365,4.0
4319,1745,5.0
1920,2082,5.0
4626,1282,5.0
3147,3010,2.0
1282,3365,5.0
4947,2361,4.0
5528,2144,4.0
4631,1528,5.0
1252,384,5.0
4976,2153,2.0
2677,215,5.0
2588,3107,5.0
1016,925,3.0
3683,309,5.0
823,2900,2.0
2898,246,4.0
1243,894,5.0
4858,3497,5.0
3492,1513,5.0
3118,1582,5.0
5354,2413,3.0
3553,1078,3.0
764,2334,5.0
1513,1021,3.0
4110,1513,5.0
2327,3011,5.0
2011,1777,5.0
1158,799,4.0
3225,2085,1.0
2138,1840,5.0
3521,111,3.0
2096,275,4.0
787,1633,4.0
110,1481,5.0
4482,2851,4.0
596,3127,3.0
3793,920,4.0
4457,1683,5.0
2394,2610,5.0
3911,1342,2.0
4377,422,5.0
4994,2701,5.0
105,1873,2.0
2582,183,5.0
2210,3315,5.0
820,2058,5.0
1782,397,5.0
2979,2229,5.0
1072,1341,4.0
2796,2163,3.0
3987,2601,5.0
2488,1179,5.0
4437,2171,5.0
4286,3075,4.0
2969,542,5.0
188,2686,4.0
4422,1812,5.0
3489,2407,1.0
5175,2797,4.0
473,821,4.0
2027,1061,1.0
5405,1724,3.0
4687,2534,5.0
755,1980,1.0
2258,1836,5.0
3832,1811,5.0
5387,1924,4.0
756,2224,5.0
4088,2623,4.0
1912,2003,5.0
1621,1626,5.0
578,2605,5.0
1092,695,5.0
2846,1705,1.0
2754,2533,4.0
2221,1336,5.0
1891,337,5.0
267,2096,4.0
3855,968,4.0
354,858,3.0
1613,397,5.0
2035,2724,4.0
3967,274,5.0
4244,2693,4.0
1818,1092,5.0
3793,654,3.0
285,1950,5.0
1282,2970,4.0
263,315,5.0
3947,1093,3.0
3148,2338,4.0
3697,2873,5.0
1607,2093,5.0
2049,2168,1.0
1701,3461,4.0
5272,741,5.0
3590,3196,3.0
3365,2949,1.0
593,2562,5.0
978,1825,4.0
4187,2054,4.0
176,1014,4.0
2958,439,4.0
5333,2669,5.0
3683,1467,5.0
1611,1093,3.0
644,874,4.0
902,180,5.0
4082,3016,5.0
238,213,4.0
3472,3369,5.0
1243,901,4.0
726,2164,3.0
2245,3236,2.0
3098,2367,3.0
4454,2057,3.0
87,2335,1.0
1987,2011,5.0
3793,3453,4.0
289,1118,2.0
2053,189,5.0
3372,396,5.0
635,392,2.0
4133,1546,5.0
344,1946,5.0
4398,2043,3.0
2687,2560,1.0
1750,950,5.0
2508,2998,4.0
4986,2846,4.0
4346,3142,5.0
506,2003,4.0
2171,1799,5.0
3584,2038,5.0
1695,1709,5.0
3975,3388,5.0
3059,1347,5.0
2238,1708,4.0
1503,3162,2.0
4450,2280,5.0
1987,966,5.0
4682,1506,4.0
4042,2208,4.0
128,1192,5.0
382,56,4.0
3410,2165,3.0
1988,3163,5.0
1378,1469,3.0
3709,2373,1.0
5032,3482,4.0
3764,3530,5.0
451,2372,4.0
4133,2648,4.0
285,2003,5.0
3483,785,5.0
4702,459,5.0
2677,821,4.0
1492,2599,3.0
2531,1399,4.0
3889,1048,5.0
3793,3163,4.0
2967,95,4.0
38,74,5.0
3350,805,5.0
2540,2694,5.0
1644,2419,1.0
1924,1673,5.0
5531,1513,5.0
4299,2635,5.0
751,781,5.0
1887,2918,4.0
2865,1929,5.0
595,3084,4.0
5447,593,4.0
4694,2387,4.0
4449,1210,5.0
1357,1213,5.0
188,2412,4.0
1020,1546,5.0
5088,748,5.0
5454,3173,5.0
1538,1746,5.0
4185,1345,5.0
5086,2465,3.0
715,2317,3.0
824,29,4.0
3086,1199,5.0
5011,2352,5.0
4500,229,5.0
645,2456,5.0
2049,2519,4.0
4976,858,5.0
597,821,3.0
2755,763,5.0
1700,2346,4.0
215,1966,5.0
3401,2077,5.0
1682,107,5.0
329,1088,5.0
3292,2598,5.0
2334,2201,4.0
3246,961,5.0
5354,2085,4.0
1991,169,5.0
2557,326,5.0
1948,2111,5.0
5187,2469,4.0
1966,655,4.0
704,927,3.0
3218,2385,5.0
4469,1812,4.0
3858,930,3.0
285,1799,5.0
4431,643,3.0
1992,1159,5.0
300,2836,3.0
3039,225,5.0
2162,2478,5.0
4806,1145,5.0
5143,85,5.0
242,1020,5.0
4186,2488,5.0
3189,1773,5.0
2673,2733,5.0
2715,3272,5.0
848,2535,1.0
4357,1782,3.0
2842,2051,2.0
3610,3369,5.0
5278,609,5.0
5050,3325,5.0
2300,3142,4.0
1587,1093,5.0
3609,2144,5.0
5386,1562,4.0
268,2693,4.0
2881,2680,4.0
2601,2634,4.0
2883,2185,5.0
2491,50,4.0
4775,2869,4.0
164,3266,4.0
1695,2591,3.0
5332,2848,2.0
1074,218,5.0
2889,3419,3.0
3482,2338,4.0
3709,3163,3.0
764,1313,4.0
1426,876,4.0
594,1688,3.0
4623,3047,5.0
3862,276,5.0
2265,265,4.0
4507,593,5.0
529,2440,3.0
39,714,1.0
2578,2317,4.0
2067,346,5.0
1458,1699,5.0
4429,1193,1.0
625,2410,5.0
1295,2658,4.0
4336,234,5.0
3539,3304,3.0
160,3450,4.0
4453,156,5.0
354,1985,5.0
3144,895,5.0
428,784,2.0
2755,337,5.0
21,1468,3.0
2231,908,4.0
4419,1747,5.0
263,3299,5.0
5175,1127,5.0
759,2161,3.0
5350,2125,1.0
5005,3419,5.0
4100,1206,5.0
1486,955,2.0
3627,844,5.0
796,2581,2.0
295,2544,5.0
195,48,5.0
708,3207,5.0
2216,371,5.0
4717,2742,4.0
1084,1686,3.0
5173,2025,5.0
5400,650,5.0
534,1262,5.0
789,849,4.0
229,2419,4.0
1983,1198,5.0
5384,91,5.0
3243,2011,5.0
1933,2311,3.0
3412,2719,5.0
1695,862,5.0
1184,636,5.0
5372,2108,4.0
5133,2512,5.0
4630,648,5.0
1131,1303,5.0
1500,2952,3.0
4707,1697,4.0
3681,1799,5.0
1307,1217,5.0
4670,1481,5.0
5066,1793,5.0
551,2612,5.0
3134,1582,5.0
3815,968,5.0
2806,2246,5.0
2809,2432,4.0
662,1253,4.0
4518,1078,5.0
1056,3425,5.0
2225,1201,5.0
4454,712,4.0
1383,2006,4.0
789,1041,4.0
3416,1614,5.0
586,2224,5.0
2836,822,5.0
4677,2212,5.0
1650,1813,3.0
4564,2206,5.0
2684,930,4.0
3112,2469,4.0
4106,386,5.0
1397,2159,2.0
2669,3126,5.0
961,174,5.0
3305,2505,4.0
5143,441,5.0
2339,1376,5.0
2117,1050,5.0
766,3,5.0
2591,989,5.0
2263,1618,5.0
4986,892,4.0
2053,1789,5.0
2326,3416,5.0
3671,3075,5.0
4019,2850,5.0
1417,1790,5.0
1599,1222,1.0
3105,2452,5.0
3631,540,2.0
2058,502,3.0
3793,505,4.0
1178,2371,5.0
3793,85,3.0
4060,1199,5.0
4065,3246,5.0
3683,1952,5.0
4034,551,5.0
1315,572,5.0
4510,1627,4.0
3390,2255,4.0
2095,2221,4.0
4851,961,4.0
4855,950,5.0
4647,27,5.0
3309,1807,3.0
4607,3563,5.0
5141,623,5.0
1074,2432,3.0
5051,3415,1.0
1677,169,4.0
3132,780,5.0
5459,1353,5.0
1792,1400,4.0
4027,2288,5.0
2851,2212,5.0
3466,106,5.0
2402,1017,2.0
4852,3143,4.0
4347,3032,4.0
654,1078,5.0
3691,469,4.0
4943,2339,5.0
3542,1707,5.0
4229,289,5.0
4454,2964,4.0
2538,2410,4.0
5125,34,4.0
322,195,5.0
2095,2043,4.0
2189,3329,3.0
717,3306,4.0
2639,723,5.0
3465,987,5.0
3521,647,3.0
4432,2981,5.0
3489,2411,5.0
670,728,5.0
3651,1526,2.0
1357,1651,5.0
1796,459,5.0
5392,1199,5.0
142,2052,4.0
1027,2432,1.0
328,2257,5.0
1172,3174,5.0
2258,118,5.0
5198,873,4.0
2727,2245,4.0
410,833,5.0
4955,2636,4.0
1027,2156,3.0
703,2413,4.0
3105,2247,5.0
5101,1529,5.0
4125,2342,4.0
2097,1380,4.0
4790,2940,5.0
1275,60,5.0
448,930,4.0
671,1782,4.0
4526,414,5.0
906,485,4.0
494,2496,3.0
391,2488,4.0
5364,2594,5.0
3462,754,5.0
5118,529,5.0
1028,2081,5.0
5497,1105,5.0
4185,818,5.0
365,249,5.0
987,2366,3.0
188,2964,4.0
1181,2464,4.0
1513,247,5.0
2876,289,5.0
3838,1780,4.0
1607,2530,4.0
2053,1267,5.0
3340,994,2.0
1652,799,5.0
2684,2026,4.0
3404,1966,3.0
1294,1016,5.0
5067,840,3.0
2666,3,5.0
373,3555,4.0
4885,3549,5.0
110,1929,5.0
4185,3172,4.0
2535,3375,5.0
5441,2943,1.0
534,2507,5.0
207,1202,5.0
4164,2077,5.0
3379,275,3.0
24,2514,1.0
2078,2284,3.0
547,1355,5.0
3858,1287,3.0
5085,786,4.0
5118,1182,5.0
2198,3500,2.0
4160,1435,5.0
2777,2489,5.0
1583,2,5.0
5177,2541,3.0
3337,2513,5.0
1118,1199,5.0
3139,279,5.0
4737,904,2.0
2798,1108,4.0
3412,2659,5.0
587,337,5.0
1631,3200,5.0
208,236,4.0
4639,1360,4.0
3473,3246,4.0
2836,2946,4.0
3538,2050,5.0
151,3105,5.0
5393,667,5.0
4186,2847,3.0
3222,2742,5.0
1426,2384,2.0
2474,1888,5.0
2463,1092,5.0
3238,1044,5.0
4147,303,4.0
594,244,5.0
4284,459,4.0
3801,2648,5.0
4053,2057,5.0
2062,2610,5.0
55,1251,5.0
3215,2607,5.0
1048,2050,4.0
119,1337,3.0
4800,459,5.0
2374,1820,5.0
2723,2188,5.0
5179,3192,4.0
2315,3420,5.0
3519,1896,4.0
1048,1727,5.0
2723,837,5.0
2640,3381,5.0
2215,2246,5.0
1549,1959,5.0
3537,3097,1.0
3770,2769,5.0
4725,1191,5.0
4484,2441,5.0
4500,2407,2.0
4905,1919,5.0
4280,809,5.0
4245,3136,5.0
5000,374,4.0
1523,1673,5.0
3947,779,3.0
2023,2945,1.0
1723,2035,5.0
3339,3514,5.0
789,503,4.0
2903,3471,3.0
72,753,4.0
4503,2586,2.0
256,3311,5.0
5452,2864,4.0
3101,2278,3.0
5190,2513,4.0
4320,2501,5.0
1396,129,5.0
1861,1672,4.0
2440,2408,5.0
4851,127,4.0
5381,2229,4.0
2792,1526,5.0
705,1777,5.0
2688,861,5.0
4454,688,3.0
4859,788,5.0
1074,315,5.0
1480,3297,4.0
2339,1588,5.0
3982,1966,4.0
3238,1461,4.0
1055,2161,4.0
2990,1724,4.0
312,1068,5.0
4759,2917,4.0
153,2625,5.0
2510,2855,5.0
4806,129,5.0
1766,2625,5.0
673,2526,4.0
1139,1199,5.0
3973,168,5.0
5478,981,4.0
2673,2384,5.0
2887,973,5.0
4729,1720,4.0
2925,2322,5.0
4936,552,5.0
3641,1245,5.0
4312,1149,5.0
2676,2727,4.0
180,332,5.0
3683,724,5.0
2898,379,3.0
1099,1421,4.0
4110,2824,5.0
1920,255,5.0
5003,1972,4.0
4248,2269,4.0
3825,3472,5.0
755,2535,1.0
2177,859,5.0
4759,708,3.0
237,520,5.0
4625,2200,5.0
1687,201,5.0
1325,2854,5.0
3445,218,5.0
4743,376,4.0
4500,1475,3.0
3013,384,5.0
2046,2740,3.0
673,924,4.0
2774,337,5.0
4670,375,5.0
4467,684,5.0
3793,844,5.0
4355,3382,4.0
2822,2275,5.0
2749,660,5.0
4087,2035,5.0
3375,2041,4.0
994,262,2.0
3318,2166,5.0
3835,169,5.0
2756,1938,5.0
4440,2432,1.0
365,1036,2.0
2087,558,4.0
3972,2286,1.0
2603,1616,3.0
4948,981,3.0
3429,326,4.0
3631,2678,2.0
1060,1115,5.0
3811,551,4.0
1003,218,5.0
4776,2383,5.0
1671,259,3.0
4589,1085,5.0
5078,2052,4.0
3957,1198,5.0
951,2931,5.0
5058,2594,5.0
1255,2057,5.0
2417,995,5.0
4055,2676,4.0
127,2272,2.0
643,1494,5.0
1820,2513,3.0
3399,85,5.0
4248,902,4.0
2149,1888,5.0
4814,522,5.0
3618,2205,3.0
4933,2931,4.0
3059,2178,2.0
1754,2107,4.0
1655,573,5.0
4368,3163,5.0
1668,2824,5.0
2255,188,5.0
4185,1022,4.0
875,246,4.0
873,2672,5.0
4787,2404,5.0
4079,142,3.0
3683,191,5.0
3602,2367,4.0
4954,3272,5.0
4454,162,4.0
690,3042,5.0
1306,1931,5.0
3564,2664,5.0
1330,1972,3.0
4088,2887,5.0
2569,2815,3.0
343,2752,2.0
2089,1381,4.0
989,2361,5.0
4186,1059,5.0
594,552,5.0
3785,1081,5.0
3385,2184,5.0
1820,2254,3.0
4751,910,5.0
1349,1695,5.0
2630,1107,5.0
2193,105,4.0
3979,28,5.0
19,2955,4.0
1687,1930,5.0
3712,2216,5.0
1922,637,5.0
3077,2776,5.0
4248,2852,1.0
1434,1258,5.0
188,1247,3.0
1010,1317,5.0
3159,1778,3.0
1591,315,5.0
300,1842,4.0
1922,2284,5.0
2114,593,5.0
994,1439,5.0
3489,2007,3.0
3621,370,3.0
2303,751,5.0
3602,1966,5.0
3776,3083,5.0
3987,1130,5.0
532,2696,3.0
4454,1989,3.0
3722,2238,4.0
4903,2625,4.0
115,1495,5.0
4291,2693,5.0
3372,2676,1.0
1238,1756,5.0
5490,1067,3.0
1626,2288,3.0
5032,3030,3.0
780,2640,5.0
700,297,4.0
207,364,5.0
3348,3422,5.0
1003,2011,5.0
3592,798,5.0
1155,2055,5.0
4647,1565,5.0
317,2758,5.0
2422,947,5.0
38,1118,4.0
2515,423,5.0
2616,2450,4.0
2210,3438,4.0
4469,40,5.0
2273,1972,2.0
3893,847,4.0
5361,1100,5.0
2036,1413,5.0
1299,1178,5.0
2755,2627,4.0
4834,2025,4.0
3026,2057,5.0
633,1585,1.0
4181,2079,4.0
3318,453,4.0
3862,265,5.0
636,1672,4.0
780,2431,5.0
3349,805,5.0
3466,1839,4.0
1456,2236,5.0
910,2601,5.0
3428,3270,5.0
4459,1014,3.0
4469,1523,2.0
1788,1009,5.0
4026,2970,5.0
3577,2132,5.0
4571,1607,4.0
844,570,5.0
3086,178,5.0
4244,50,5.0
1722,897,5.0
1723,2278,4.0
847,2127,4.0
2584,768,5.0
2044,821,4.0
1548,2243,5.0
2416,2271,5.0
4053,2583,5.0
4936,2096,5.0
5389,3494,3.0
1016,841,5.0
5310,2252,5.0
2525,486,5.0
4832,2259,5.0
283,2067,2.0
1712,2123,1.0
577,1313,5.0
1267,3156,5.0
4346,3153,4.0
1734,379,2.0
4617,2670,3.0
2094,2482,4.0
1987,428,3.0
869,82,5.0
832,337,5.0
642,786,5.0
823,2324,3.0
5223,1909,5.0
4273,2,5.0
1201,3365,5.0
1390,2025,1.0
1776,2208,4.0
354,1675,5.0
1954,3343,5.0
17,1777,2.0
4482,3485,4.0
2398,3173,2.0
2393,714,5.0
61,2054,5.0
713,1002,5.0
3495,771,5.0
4952,536,5.0
3238,153,5.0
918,1720,2.0
1930,272,5.0
3218,1580,5.0
874,556,5.0
3684,2801,4.0
3259,3207,5.0
2898,825,5.0
5094,402,3.0
3138,2901,5.0
4553,603,4.0
3849,598,4.0
2052,2162,5.0
3500,213,3.0
4687,724,5.0
2915,2413,5.0
3725,1199,5.0
3039,2131,5.0
922,1692,4.0
2245,266,5.0
4739,2466,2.0
2596,1527,5.0
5246,1317,4.0
4070,1461,5.0
2432,2644,4.0
4365,2105,4.0
4347,2799,5.0
4647,120,5.0
2053,1745,5.0
3959,338,3.0
1635,1796,5.0
4730,1920,4.0
673,271,5.0
3121,2373,4.0
4216,1688,4.0
4758,935,5.0
4419,732,3.0
5272,2365,5.0
5404,459,5.0
2713,2241,5.0
1848,166,4.0
3522,724,5.0
2935,2300,4.0
3793,2938,3.0
3627,1321,5.0
5379,1758,5.0
751,9,5.0
2855,1777,4.0
4730,170,5.0
3465,1876,5.0
2256,3510,5.0
3049,3467,1.0
2149,2212,5.0
2061,1966,5.0
4218,3026,4.0
3674,2353,4.0
673,1028,5.0
402,3103,1.0
4900,2984,3.0
3801,3445,5.0
2163,1251,5.0
5511,182,5.0
401,1002,5.0
946,572,5.0
2420,2830,5.0
4415,3331,5.0
3112,2436,3.0
3522,2576,5.0
2514,812,5.0
3454,2418,5.0
4059,1192,5.0
2743,2265,5.0
943,1441,3.0
5529,825,5.0
1797,663,5.0
5279,2411,4.0
1671,2043,4.0
2791,3148,5.0
409,2623,5.0
2228,3029,2.0
3881,1819,1.0
3930,261,1.0
2403,386,2.0
5525,2464,4.0
1872,2286,4.0
1224,1795,5.0
3060,942,4.0
548,2411,5.0
3039,487,5.0
2955,2589,5.0
3751,117,5.0
585,1417,3.0
3548,2003,4.0
1083,2224,5.0
3248,2698,5.0
3214,1528,4.0
5254,2413,3.0
5516,3281,2.0
2749,313,5.0
4037,1007,5.0
2635,665,5.0
112,3090,5.0
2249,1481,5.0
4090,1530,5.0
2832,3248,4.0
1093,2833,5.0
1176,2870,5.0
3602,1920,5.0
5075,3205,5.0
365,1089,3.0
980,1839,2.0
4007,2179,3.0
3778,634,5.0
1158,2113,4.0
1589,2224,5.0
4658,1824,5.0
4345,516,4.0
3276,2367,4.0
5113,2136,4.0
2226,786,3.0
5183,1606,5.0
1671,1658,5.0
5509,2338,5.0
957,1477,5.0
3205,2065,4.0
4454,172,2.0
670,649,5.0
4070,164,5.0
4889,3350,5.0
3790,1191,5.0
2838,123,5.0
1076,88,5.0
3379,1710,5.0
5352,1476,5.0
643,1159,5.0
2837,2317,5.0
1695,776,5.0
1675,176,5.0
1733,277,5.0
3979,978,5.0
4430,2625,5.0
4536,2778,1.0
5123,1546,5.0
134,450,4.0
3039,1540,5.0
5424,2093,4.0
3301,3075,5.0
2051,1107,5.0
1341,2144,2.0
3241,90,5.0
4105,1192,5.0
1806,1909,2.0
704,122,3.0
3959,1672,4.0
2704,799,4.0
4087,2225,3.0
4746,3225,3.0
2684,677,5.0
2303,2288,4.0
2067,1267,4.0
3793,3145,4.0
2058,685,3.0
1193,786,4.0
2642,1850,5.0
4185,1171,5.0
1607,2479,3.0
5228,826,5.0
3470,817,1.0
1412,2544,5.0
4358,1222,5.0
1820,2627,4.0
1221,1777,5.0
4606,855,5.0
2017,1280,5.0
1177,3473,3.0
2822,2246,4.0
1998,2483,5.0
2031,1673,4.0
780,1491,4.0
1934,2368,5.0
2147,1814,5.0
4755,883,5.0
5530,1780,4.0
2428,2432,5.0
1025,869,5.0
5005,3435,5.0
190,2418,4.0
2750,2422,1.0
1292,2658,4.0
998,1713,4.0
5111,244,5.0
714,1947,4.0
3272,1013,5.0
1503,3058,4.0
4468,2422,5.0
4936,2610,5.0
292,2496,2.0
4590,2750,5.0
2529,3393,4.0
3288,2150,4.0
3668,2598,4.0
3378,930,5.0
4469,42,4.0
4961,1791,5.0
3787,1799,5.0
3333,1799,5.0
1353,2810,5.0
4702,797,5.0
1366,1996,4.0
4910,1966,5.0
3551,1808,5.0
1195,2976,5.0
3959,1891,5.0
479,2337,4.0
513,1503,4.0
4621,772,4.0
4430,3150,5.0
4798,1959,5.0
313,2462,5.0
1077,3322,5.0
3256,2432,1.0
5421,2887,3.0
4453,2933,4.0
2716,2309,2.0
110,1172,4.0
1687,193,4.0
3673,1578,5.0
4356,2338,3.0
1406,58,4.0
4883,1036,5.0
1225,2136,5.0
4801,2124,5.0
3968,745,3.0
4768,3301,5.0
4852,3529,5.0
2608,430,5.0
1974,2625,1.0
3789,746,5.0
1629,3346,4.0
5492,3460,3.0
3642,353,5.0
4896,1863,3.0
